scheme_name,amc,scheme_type,scheme_sub_type,trail_brokerage_incl_gst,amc_normalised
Invesco India Midcap Fund,Invesco Mutual Fund,EQUITY,Mid Cap Fund,0.96,Invesco Mutual Fund
Invesco India Money Market Fund,Invesco Mutual Fund,DEBT,Money Market Fund,0.2,Invesco Mutual Fund
Invesco India Multicap Fund,Invesco Mutual Fund,EQUITY,Multi Cap Fund,1.01,Invesco Mutual Fund
Invesco India Nifty G-sec Jul 2027 Index Fund,Invesco Mutual Fund,DEBT,Gilt Fund,0.12,Invesco Mutual Fund
Invesco India Nifty G-sec Sep 2032 Index Fund,Invesco Mutual Fund,DEBT,Gilt Fund,0.12,Invesco Mutual Fund
Invesco India Overnight Fund,Invesco Mutual Fund,DEBT,Overnight Fund,0.04,Invesco Mutual Fund
Invesco India PSU Equity Fund,Invesco Mutual Fund,EQUITY,Thematic Fund,1.29,Invesco Mutual Fund
Invesco India Short Duration Fund,Invesco Mutual Fund,DEBT,Short Duration Fund,0.6,Invesco Mutual Fund
Invesco India Smallcap Fund,Invesco Mutual Fund,EQUITY,Small Cap Fund,0.96,Invesco Mutual Fund
Invesco India Technology Fund,Invesco Mutual Fund,EQUITY,Sectoral Fund,1.56,Invesco Mutual Fund
Invesco India Ultra Short Duration Fund,Invesco Mutual Fund,DEBT,Ultra Short Duration Fund,0.44,Invesco Mutual Fund
JM Aggressive Hybrid Fund,JM Financial Mutual Fund,HYBRID,Aggressive Hybrid Fund,0.92,JM Financial Mutual Fund
JM Arbitrage Fund,JM Financial Mutual Fund,DEBT,Arbitrage Fund,0.42,JM Financial Mutual Fund
JM Dynamic Bond Fund,JM Financial Mutual Fund,DEBT,Dynamic Bond Fund,0.42,JM Financial Mutual Fund
JM ELSS Tax Saver Fund,JM Financial Mutual Fund,EQUITY,ELSS,1.24,JM Financial Mutual Fund
JM Flexicap Fund,JM Financial Mutual Fund,EQUITY,Flexi Cap Fund,0.6,JM Financial Mutual Fund
JM Focused Fund,JM Financial Mutual Fund,EQUITY,Focused Fund,1.24,JM Financial Mutual Fund
JM Large & Mid Cap Fund,JM Financial Mutual Fund,EQUITY,Large and Mid Cap Fu,0.86,JM Financial Mutual Fund
JM Large Cap Fund,JM Financial Mutual Fund,EQUITY,Large Cap Fund,0.92,JM Financial Mutual Fund
JM Liquid Fund,JM Financial Mutual Fund,DEBT,Liquid Fund,0.05,JM Financial Mutual Fund
JM Low Duration Fund,JM Financial Mutual Fund,DEBT,Low Duration Fund,0.32,JM Financial Mutual Fund
JM Medium to Long Duration Fund,JM Financial Mutual Fund,DEBT,Medium to Long Duration Fund,0.42,JM Financial Mutual Fund
JM Midcap Fund,JM Financial Mutual Fund,EQUITY,Mid Cap Fund,0.86,JM Financial Mutual Fund
JM Overnight Fund,JM Financial Mutual Fund,DEBT,Overnight Fund,0.04,JM Financial Mutual Fund
JM Short Duration Fund,JM Financial Mutual Fund,DEBT,Short Duration Fund,0.52,JM Financial Mutual Fund
JM Small Cap Fund,JM Financial Mutual Fund,EQUITY,Small Cap Fund,0.74,JM Financial Mutual Fund
JM Value Fund,JM Financial Mutual Fund,EQUITY,Value Fund,0.86,JM Financial Mutual Fund
KOTAK NIFTY MIDCAP 150 MOMENTUM 50 INDEX FUND,Kotak Mutual Fund,EQUITY,Index / ETF,0.57,Kotak Mutual Fund
KOTAK NIFTY TOP 10 EQUAL WEIGHT INDEX FUND,Kotak Mutual Fund,EQUITY,Index / ETF,0.57,Kotak Mutual Fund
Kotak Active Momentum Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.37,Kotak Mutual Fund
Kotak Aggressive Hybrid Fund,Kotak Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.07,Kotak Mutual Fund
Kotak Arbitrage Fund,Kotak Mutual Fund,DEBT,Arbitrage Fund,0.58,Kotak Mutual Fund
Kotak BSE Housing Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.38,Kotak Mutual Fund
Kotak BSE PSU Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.6,Kotak Mutual Fund
Kotak BSE Sensex Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.17,Kotak Mutual Fund
Kotak Balanced Advantage Fund,Kotak Mutual Fund,HYBRID,Balanced Advantage Fund,0.96,Kotak Mutual Fund
Kotak Banking & Financial Services Fund,Kotak Mutual Fund,EQUITY,Sectoral Fund,1.39,Kotak Mutual Fund
Kotak Banking & PSU Debt Fund,Kotak Mutual Fund,DEBT,Banking and PSU Debt Fund,0.46,Kotak Mutual Fund
Kotak Bond Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,1.06,Kotak Mutual Fund
Kotak Bond Short Term Fund,Kotak Mutual Fund,DEBT,Short Duration Fund,0.72,Kotak Mutual Fund
Kotak Business Cycle Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.23,Kotak Mutual Fund
Kotak CRISIL IBX AAA Financial Services Index - Sep 2027 Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.24,Kotak Mutual Fund
Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.17,Kotak Mutual Fund
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.21,Kotak Mutual Fund
Kotak CRISIL-IBX Financial Services 9 to 12 Months Debt Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.19,Kotak Mutual Fund
Kotak Consumption Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.42,Kotak Mutual Fund
Kotak Corporate Bond Fund,Kotak Mutual Fund,DEBT,Corporate Bond Fund,0.41,Kotak Mutual Fund
Kotak Credit Risk Fund,Kotak Mutual Fund,DEBT,Credit Risk Fund,1.1,Kotak Mutual Fund
Kotak Debt Hybrid Fund,Kotak Mutual Fund,DEBT,Conservative Hybrid Fund,0.98,Kotak Mutual Fund
Kotak Dividend Yield Fund,Kotak Mutual Fund,EQUITY,Dividend Yield Fund,1.68,Kotak Mutual Fund
Kotak Dynamic Bond Fund,Kotak Mutual Fund,DEBT,Dynamic Bond Fund,0.85,Kotak Mutual Fund
Kotak ELSS Tax Saver Fund,Kotak Mutual Fund,EQUITY,ELSS,1.01,Kotak Mutual Fund
Kotak ESG Exclusionary Strategy Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.52,Kotak Mutual Fund
Kotak Energy Opportunities Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.68,Kotak Mutual Fund
Kotak Equity Savings Fund,Kotak Mutual Fund,HYBRID,Equity Savings Fund,0.97,Kotak Mutual Fund
Kotak FlexiCap Fund,Kotak Mutual Fund,EQUITY,Flexi Cap Fund,0.83,Kotak Mutual Fund
Kotak Floating Rate Fund,Kotak Mutual Fund,DEBT,Floater Fund,0.31,Kotak Mutual Fund
Kotak Focused Fund,Kotak Mutual Fund,EQUITY,Focused Fund,1.17,Kotak Mutual Fund
Kotak Gilt Investment,Kotak Mutual Fund,DEBT,Gilt Fund,0.98,Kotak Mutual Fund
Kotak Global Emerging Market Overseas Equity Omni FOF,Kotak Mutual Fund,EQUITY,FOF Overseas,0.85,Kotak Mutual Fund
Kotak Global Innovation Overseas Equity Omni FOF,Kotak Mutual Fund,EQUITY,FOF Overseas,0.92,Kotak Mutual Fund
Kotak Gold Fund,Kotak Mutual Fund,OTHERS,GOLD PLAN,0.27,Kotak Mutual Fund
Kotak Gold Silver Passive FOF,Kotak Mutual Fund,OTHERS,GOLD PLAN,0.24,Kotak Mutual Fund
Kotak Healthcare Fund,Kotak Mutual Fund,EQUITY,Sectoral Fund,1.68,Kotak Mutual Fund
Kotak Income Plus Arbitrage Omni FOF,Kotak Mutual Fund,DEBT,FOF Domestic Debt,0.2,Kotak Mutual Fund
Kotak Infrastructure and Economic Reform Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.26,Kotak Mutual Fund
Kotak International Reit Overseas Equity Omni FOF,Kotak Mutual Fund,EQUITY,FOF Overseas,0.77,Kotak Mutual Fund
Kotak Large & Mid Cap Fund,Kotak Mutual Fund,EQUITY,Large and Mid Cap Fu,0.93,Kotak Mutual Fund
Kotak Large Cap Fund,Kotak Mutual Fund,EQUITY,Large Cap Fund,0.97,Kotak Mutual Fund
Kotak Liquid Fund,Kotak Mutual Fund,DEBT,Liquid Fund,0.08,Kotak Mutual Fund
Kotak Long Duration Fund,Kotak Mutual Fund,DEBT,Long Duration Fund,0.2,Kotak Mutual Fund
Kotak Low Duration Fund,Kotak Mutual Fund,DEBT,Low Duration Fund,0.76,Kotak Mutual Fund
Kotak MNC Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.25,Kotak Mutual Fund
Kotak Manufacture in India Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.2,Kotak Mutual Fund
Kotak Medium Term Fund,Kotak Mutual Fund,DEBT,Medium Duration Fund,1.05,Kotak Mutual Fund
Kotak Mid Cap Fund,Kotak Mutual Fund,EQUITY,Mid Cap Fund,0.8,Kotak Mutual Fund
Kotak Money Market Fund,Kotak Mutual Fund,DEBT,Money Market Fund,0.06,Kotak Mutual Fund
Kotak Multi Asset Allocation Fund,Kotak Mutual Fund,HYBRID,Multi Asset Allocation,1.05,Kotak Mutual Fund
Kotak Multi Asset Omni FOF,Kotak Mutual Fund,HYBRID,FOF Domestic Hybrid,0.7,Kotak Mutual Fund
Kotak Multicap Fund,Kotak Mutual Fund,EQUITY,Multi Cap Fund,0.98,Kotak Mutual Fund
Kotak NIFTY 100 Low Volatility 30 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.51,Kotak Mutual Fund
Kotak Nifty 100 Equal Weight Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.41,Kotak Mutual Fund
Kotak Nifty 200 Momentum 30 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.39,Kotak Mutual Fund
Kotak Nifty 200 Quality 30 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.37,Kotak Mutual Fund
Kotak Nifty 50 Equal Weight Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.41,Kotak Mutual Fund
Kotak Nifty 50 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.17,Kotak Mutual Fund
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.21,Kotak Mutual Fund
Kotak Nifty Alpha 50 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.57,Kotak Mutual Fund
Kotak Nifty Commodities Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.26,Kotak Mutual Fund
Kotak Nifty Financial Services Ex-Bank Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.44,Kotak Mutual Fund
Kotak Nifty G-Sec July 2033 Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.24,Kotak Mutual Fund
Kotak Nifty India Tourism Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.57,Kotak Mutual Fund
Kotak Nifty Midcap 150 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.38,Kotak Mutual Fund
Kotak Nifty Midcap 50 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.51,Kotak Mutual Fund
Kotak Nifty Next 50 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.28,Kotak Mutual Fund
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.19,Kotak Mutual Fund
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.2,Kotak Mutual Fund
Kotak Nifty SDL Jul 2026 Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.24,Kotak Mutual Fund
Kotak Nifty SDL Jul 2033 Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.26,Kotak Mutual Fund
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60-40 Index Fund,Kotak Mutual Fund,DEBT,Medium to Long Duration Fund,0.24,Kotak Mutual Fund
Kotak Nifty Smallcap 250 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.38,Kotak Mutual Fund
Kotak Nifty Smallcap 50 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.47,Kotak Mutual Fund
Kotak Nifty200 Value 30 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.28,Kotak Mutual Fund
Kotak Nifty500 Momentum 50 Index Fund,Kotak Mutual Fund,EQUITY,Index / ETF,0.31,Kotak Mutual Fund
Kotak Overnight Fund,Kotak Mutual Fund,DEBT,Overnight Fund,0.05,Kotak Mutual Fund
Kotak Pioneer Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.17,Kotak Mutual Fund
Kotak Quant Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.1,Kotak Mutual Fund
Kotak Rural Opportunities Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.56,Kotak Mutual Fund
Kotak Savings Fund,Kotak Mutual Fund,DEBT,Ultra Short Duration Fund,0.44,Kotak Mutual Fund
Kotak Silver ETF FoF,Kotak Mutual Fund,OTHERS,Silver Plan,0.37,Kotak Mutual Fund
Kotak Smallcap Fund,Kotak Mutual Fund,EQUITY,Small Cap Fund,0.97,Kotak Mutual Fund
Kotak Special Opportunities Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.29,Kotak Mutual Fund
Kotak Technology Fund,Kotak Mutual Fund,EQUITY,Sectoral Fund,1.64,Kotak Mutual Fund
Kotak Transportation & Logistics Fund,Kotak Mutual Fund,EQUITY,Thematic Fund,1.68,Kotak Mutual Fund
Kotak Us Specific Equity Passive FOF,Kotak Mutual Fund,EQUITY,FOF Overseas,0.28,Kotak Mutual Fund
LIC MF Aggressive Hybrid Fund,LIC Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.56,LIC Mutual Fund
LIC MF Arbitrage Fund,LIC Mutual Fund,DEBT,Arbitrage Fund,0.37,LIC Mutual Fund
LIC MF BSE Sensex Index Fund,LIC Mutual Fund,EQUITY,Index / ETF,0.61,LIC Mutual Fund
LIC MF Balanced Advantage Fund,LIC Mutual Fund,HYBRID,Balanced Advantage Fund,1.44,LIC Mutual Fund
LIC MF Banking & Financial Services Fund,LIC Mutual Fund,EQUITY,Sectoral Fund,1.57,LIC Mutual Fund
LIC MF Banking & PSU Fund,LIC Mutual Fund,DEBT,Banking and PSU Debt Fund,0.28,LIC Mutual Fund
LIC MF Childrens Fund,LIC Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.37,LIC Mutual Fund
LIC MF Conservative Hybrid Fund,LIC Mutual Fund,DEBT,Conservative Hybrid Fund,0.72,LIC Mutual Fund
LIC MF Consumption Fund,LIC Mutual Fund,EQUITY,Thematic Fund,1.43,LIC Mutual Fund
LIC MF ELSS Tax Saver,LIC Mutual Fund,EQUITY,ELSS,1.26,LIC Mutual Fund
LIC MF Equity Savings Fund,LIC Mutual Fund,HYBRID,Equity Savings Fund,0.98,LIC Mutual Fund
LIC MF Flexi Cap Fund,LIC Mutual Fund,EQUITY,Flexi Cap Fund,1.36,LIC Mutual Fund
LIC MF Focused Fund,LIC Mutual Fund,EQUITY,Focused Fund,1.57,LIC Mutual Fund
LIC MF Gilt Fund,LIC Mutual Fund,DEBT,Gilt Fund,0.4,LIC Mutual Fund
LIC MF Gold ETF FoF,LIC Mutual Fund,OTHERS,GOLD PLAN,0.11,LIC Mutual Fund
LIC MF Healthcare Fund,LIC Mutual Fund,EQUITY,Sectoral Fund,1.57,LIC Mutual Fund
LIC MF Infrastructure Fund,LIC Mutual Fund,EQUITY,Thematic Fund,1.33,LIC Mutual Fund
LIC MF Large & Mid Cap Fund,LIC Mutual Fund,EQUITY,Large and Mid Cap Fu,1.1,LIC Mutual Fund
LIC MF Large Cap Fund,LIC Mutual Fund,EQUITY,Large Cap Fund,1.26,LIC Mutual Fund
LIC MF Liquid Fund,LIC Mutual Fund,DEBT,Liquid Fund,0.04,LIC Mutual Fund
LIC MF Low Duration Fund,LIC Mutual Fund,DEBT,Low Duration Fund,0.28,LIC Mutual Fund
LIC MF Manufacturing Fund,LIC Mutual Fund,EQUITY,Thematic Fund,1.36,LIC Mutual Fund
LIC MF Medium to Long Duration Fund,LIC Mutual Fund,DEBT,Medium to Long Duration Fund,0.24,LIC Mutual Fund
LIC MF Midcap Fund,LIC Mutual Fund,EQUITY,Mid Cap Fund,1.57,LIC Mutual Fund
LIC MF Money Market Fund,LIC Mutual Fund,DEBT,Money Market Fund,0.14,LIC Mutual Fund
LIC MF Multi Asset Allocation Fund,LIC Mutual Fund,HYBRID,Multi Asset Allocation,1.17,LIC Mutual Fund
LIC MF Multi Cap Fund,LIC Mutual Fund,EQUITY,Multi Cap Fund,1.24,LIC Mutual Fund
LIC MF Nifty 50 Index Fund,LIC Mutual Fund,EQUITY,Index / ETF,0.59,LIC Mutual Fund
LIC MF Nifty Next 50 Index Fund,LIC Mutual Fund,EQUITY,Index / ETF,0.48,LIC Mutual Fund
LIC MF Overnight Fund,LIC Mutual Fund,DEBT,Overnight Fund,0.04,LIC Mutual Fund
LIC MF Short Duration Fund,LIC Mutual Fund,DEBT,Short Duration Fund,0.55,LIC Mutual Fund
LIC MF Small Cap Fund,LIC Mutual Fund,EQUITY,Small Cap Fund,1.58,LIC Mutual Fund
LIC MF Ultra Short Duration Fund,LIC Mutual Fund,DEBT,Ultra Short Duration Fund,0.04,LIC Mutual Fund
LIC MF Unit Linked Insurance Scheme,LIC Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.52,LIC Mutual Fund
LIC MF Value Fund,LIC Mutual Fund,EQUITY,Value Fund,1.57,LIC Mutual Fund
MAGNUM HYBRID LONG SHORT FUND,Magnum SIF,HYBRID,Hybrid Long-Short Fund,0.63,Magnum SIF
Mahindra Manulife Aggressive Hybrid Fund,Mahindra Manulife Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.27,Mahindra Manulife Mutual Fund
Mahindra Manulife Arbitrage Fund,Mahindra Manulife Mutual Fund,DEBT,Arbitrage Fund,0.67,Mahindra Manulife Mutual Fund
Mahindra Manulife Asia Pacific REITs FoF,Mahindra Manulife Mutual Fund,EQUITY,FOF Overseas,0.8,Mahindra Manulife Mutual Fund
Mahindra Manulife Balanced Advantage Fund,Mahindra Manulife Mutual Fund,HYBRID,Balanced Advantage Fund,1.46,Mahindra Manulife Mutual Fund
Mahindra Manulife Banking & Financial Service Fund,Mahindra Manulife Mutual Fund,EQUITY,Sectoral Fund,1.64,Mahindra Manulife Mutual Fund
Mahindra Manulife Business Cycle Fund,Mahindra Manulife Mutual Fund,EQUITY,Thematic Fund,1.43,Mahindra Manulife Mutual Fund
Mahindra Manulife Consumption Fund,Mahindra Manulife Mutual Fund,EQUITY,Thematic Fund,1.65,Mahindra Manulife Mutual Fund
Mahindra Manulife Dynamic Bond Fund,Mahindra Manulife Mutual Fund,DEBT,Dynamic Bond Fund,1.0,Mahindra Manulife Mutual Fund
Mahindra Manulife ELSS Tax Saver Fund,Mahindra Manulife Mutual Fund,EQUITY,ELSS,1.45,Mahindra Manulife Mutual Fund
Mahindra Manulife Equity Savings Fund,Mahindra Manulife Mutual Fund,HYBRID,Equity Savings Fund,1.43,Mahindra Manulife Mutual Fund
Mahindra Manulife Flexi Cap Fund,Mahindra Manulife Mutual Fund,EQUITY,Flexi Cap Fund,1.37,Mahindra Manulife Mutual Fund
Mahindra Manulife Focused Fund,Mahindra Manulife Mutual Fund,EQUITY,Focused Fund,1.25,Mahindra Manulife Mutual Fund
Mahindra Manulife Income Plus Arbitrage Active FOF,Mahindra Manulife Mutual Fund,DEBT,FOF Domestic Debt,0.37,Mahindra Manulife Mutual Fund
Mahindra Manulife Innovation Opportunities Fund,Mahindra Manulife Mutual Fund,EQUITY,Thematic Fund,1.64,Mahindra Manulife Mutual Fund
Mahindra Manulife Large & Mid Cap Fund,Mahindra Manulife Mutual Fund,EQUITY,Large and Mid Cap Fu,1.19,Mahindra Manulife Mutual Fund
Mahindra Manulife Large Cap Fund,Mahindra Manulife Mutual Fund,EQUITY,Large Cap Fund,1.59,Mahindra Manulife Mutual Fund
Mahindra Manulife Liquid Fund,Mahindra Manulife Mutual Fund,DEBT,Liquid Fund,0.14,Mahindra Manulife Mutual Fund
Mahindra Manulife Low Duration Fund,Mahindra Manulife Mutual Fund,DEBT,Low Duration Fund,0.66,Mahindra Manulife Mutual Fund
Mahindra Manulife Manufacturing Fund,Mahindra Manulife Mutual Fund,EQUITY,Thematic Fund,1.55,Mahindra Manulife Mutual Fund
Mahindra Manulife Mid Cap Fund,Mahindra Manulife Mutual Fund,EQUITY,Mid Cap Fund,1.17,Mahindra Manulife Mutual Fund
Mahindra Manulife Multi Asset Allocation Fund,Mahindra Manulife Mutual Fund,HYBRID,Multi Asset Allocation,1.19,Mahindra Manulife Mutual Fund
Mahindra Manulife Multi Cap Fund,Mahindra Manulife Mutual Fund,EQUITY,Multi Cap Fund,1.05,Mahindra Manulife Mutual Fund
Mahindra Manulife Overnight Fund,Mahindra Manulife Mutual Fund,DEBT,Overnight Fund,0.11,Mahindra Manulife Mutual Fund
Mahindra Manulife Short Duration Fund,Mahindra Manulife Mutual Fund,DEBT,Short Duration Fund,0.79,Mahindra Manulife Mutual Fund
Mahindra Manulife Small Cap Fund,Mahindra Manulife Mutual Fund,EQUITY,Small Cap Fund,1.16,Mahindra Manulife Mutual Fund
Mahindra Manulife Ultra Short Duration Fund,Mahindra Manulife Mutual Fund,DEBT,Ultra Short Duration Fund,0.45,Mahindra Manulife Mutual Fund
Mahindra Manulife Value Fund,Mahindra Manulife Mutual Fund,EQUITY,Value Fund,1.64,Mahindra Manulife Mutual Fund
Mirae Asset Aggressive Hybrid Fund,Mirae Asset Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.05,Mirae Asset Mutual Fund
Mirae Asset Arbitrage Fund,Mirae Asset Mutual Fund,DEBT,Arbitrage Fund,0.66,Mirae Asset Mutual Fund
Mirae Asset BSE 200 Equal Weight ETF Fund of Fund,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.37,Mirae Asset Mutual Fund
Mirae Asset BSE Select IPO ETF Fund of Fund,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.37,Mirae Asset Mutual Fund
Mirae Asset Balanced Advantage Fund,Mirae Asset Mutual Fund,HYBRID,Balanced Advantage Fund,1.36,Mirae Asset Mutual Fund
Mirae Asset Banking and Financial Services Fund,Mirae Asset Mutual Fund,EQUITY,Sectoral Fund,1.33,Mirae Asset Mutual Fund
Mirae Asset Banking and PSU Fund,Mirae Asset Mutual Fund,DEBT,Banking and PSU Debt Fund,0.5,Mirae Asset Mutual Fund
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund,Mirae Asset Mutual Fund,DEBT,Medium to Long Duration Fund,0.2,Mirae Asset Mutual Fund
Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund,Mirae Asset Mutual Fund,DEBT,Medium to Long Duration Fund,0.12,Mirae Asset Mutual Fund
Mirae Asset Corporate Bond Fund,Mirae Asset Mutual Fund,DEBT,Corporate Bond Fund,0.41,Mirae Asset Mutual Fund
Mirae Asset Diversified Equity Allocator Passive FOF,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.04,Mirae Asset Mutual Fund
Mirae Asset Dynamic Bond Fund,Mirae Asset Mutual Fund,DEBT,Dynamic Bond Fund,0.63,Mirae Asset Mutual Fund
Mirae Asset ELSS Tax Saver Fund,Mirae Asset Mutual Fund,EQUITY,ELSS,0.87,Mirae Asset Mutual Fund
Mirae Asset Equity Savings Fund,Mirae Asset Mutual Fund,HYBRID,Equity Savings Fund,0.78,Mirae Asset Mutual Fund
Mirae Asset Flexi Cap Fund,Mirae Asset Mutual Fund,EQUITY,Flexi Cap Fund,1.2,Mirae Asset Mutual Fund
Mirae Asset Focused Fund,Mirae Asset Mutual Fund,EQUITY,Focused Fund,1.05,Mirae Asset Mutual Fund
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF,Mirae Asset Mutual Fund,EQUITY,FOF Overseas,0.22,Mirae Asset Mutual Fund
Mirae Asset Global X Artificial Intelligence & Technology ETF FoF,Mirae Asset Mutual Fund,EQUITY,FOF Overseas,0.11,Mirae Asset Mutual Fund
Mirae Asset Gold ETF FoF,Mirae Asset Mutual Fund,OTHERS,GOLD PLAN,0.37,Mirae Asset Mutual Fund
Mirae Asset Gold Silver Passive FoF,Mirae Asset Mutual Fund,OTHERS,GOLD PLAN,0.45,Mirae Asset Mutual Fund
Mirae Asset Great Consumer Fund,Mirae Asset Mutual Fund,EQUITY,Thematic Fund,1.13,Mirae Asset Mutual Fund
Mirae Asset Hang Seng TECH ETF FoF,Mirae Asset Mutual Fund,EQUITY,FOF Overseas,0.33,Mirae Asset Mutual Fund
Mirae Asset Healthcare Fund,Mirae Asset Mutual Fund,EQUITY,Sectoral Fund,1.24,Mirae Asset Mutual Fund
Mirae Asset Income Plus Arbitrage Active FoF,Mirae Asset Mutual Fund,DEBT,FOF Domestic Debt,0.17,Mirae Asset Mutual Fund
Mirae Asset Infrastructure Fund,Mirae Asset Mutual Fund,EQUITY,Thematic Fund,1.64,Mirae Asset Mutual Fund
Mirae Asset Large & Midcap Fund,Mirae Asset Mutual Fund,EQUITY,Large and Mid Cap Fu,0.9,Mirae Asset Mutual Fund
Mirae Asset Large Cap Fund,Mirae Asset Mutual Fund,EQUITY,Large Cap Fund,0.9,Mirae Asset Mutual Fund
Mirae Asset Liquid Fund,Mirae Asset Mutual Fund,DEBT,Liquid Fund,0.08,Mirae Asset Mutual Fund
Mirae Asset Long Duration Fund,Mirae Asset Mutual Fund,DEBT,Long Duration Fund,0.46,Mirae Asset Mutual Fund
Mirae Asset Low Duration Fund,Mirae Asset Mutual Fund,DEBT,Low Duration Fund,0.51,Mirae Asset Mutual Fund
Mirae Asset Midcap Fund,Mirae Asset Mutual Fund,EQUITY,Mid Cap Fund,0.96,Mirae Asset Mutual Fund
Mirae Asset Money Market Fund,Mirae Asset Mutual Fund,DEBT,Money Market Fund,0.24,Mirae Asset Mutual Fund
Mirae Asset Multi Asset Allocation Fund,Mirae Asset Mutual Fund,HYBRID,Multi Asset Allocation,1.11,Mirae Asset Mutual Fund
Mirae Asset Multi Factor Passive FOF,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.45,Mirae Asset Mutual Fund
Mirae Asset Multicap Fund,Mirae Asset Mutual Fund,EQUITY,Multi Cap Fund,1.13,Mirae Asset Mutual Fund
Mirae Asset NYSE FANG ETF FoF,Mirae Asset Mutual Fund,EQUITY,FOF Overseas,0.37,Mirae Asset Mutual Fund
Mirae Asset Nifty 100 ESG Sector Leaders Fund of Fund,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.37,Mirae Asset Mutual Fund
Mirae Asset Nifty 200 Alpha 30 ETF FoF,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.33,Mirae Asset Mutual Fund
Mirae Asset Nifty 50 Index Fund,Mirae Asset Mutual Fund,EQUITY,Index / ETF,0.4,Mirae Asset Mutual Fund
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50-50 Index Fund,Mirae Asset Mutual Fund,DEBT,Medium to Long Duration Fund,0.12,Mirae Asset Mutual Fund
